puuid,date,lane,individualPosition,win,match_id,championname
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-30 21:48:04,MIDDLE,MIDDLE,True,EUW1_5702509245,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-23 23:32:32,MIDDLE,MIDDLE,False,EUW1_5687831863,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-19 15:28:47,NONE,MIDDLE,False,EUW1_5677457772,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-19 14:46:56,MIDDLE,MIDDLE,False,EUW1_5677373657,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 17:47:47,TOP,MIDDLE,False,EUW1_5675705785,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 15:26:12,TOP,MIDDLE,True,EUW1_5675481660,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 14:45:58,MIDDLE,TOP,True,EUW1_5675327283,Garen
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 14:17:50,NONE,MIDDLE,True,EUW1_5675332819,Sylas
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 13:40:05,MIDDLE,MIDDLE,False,EUW1_5675247715,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-18 11:28:09,MIDDLE,MIDDLE,True,EUW1_5675201712,Syndra
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 23:06:27,MIDDLE,MIDDLE,True,EUW1_5674721580,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 22:26:52,JUNGLE,JUNGLE,True,EUW1_5674644408,Diana
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 17:53:53,JUNGLE,JUNGLE,True,EUW1_5674064469,Diana
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 15:51:25,JUNGLE,JUNGLE,False,EUW1_5673592378,Ekko
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 15:02:50,JUNGLE,JUNGLE,False,EUW1_5673405093,Diana
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 14:16:42,MIDDLE,MIDDLE,False,EUW1_5673308638,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 13:27:08,JUNGLE,JUNGLE,True,EUW1_5673331612,Diana
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-17 13:00:26,TOP,TOP,False,EUW1_5673260611,Garen
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-16 12:33:12,TOP,TOP,False,EUW1_5671446100,DrMundo
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-16 11:39:31,MIDDLE,MIDDLE,True,EUW1_5671219120,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-10 20:51:00,MIDDLE,MIDDLE,True,EUW1_5660354458,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-10 17:32:07,TOP,TOP,True,EUW1_5659529801,Jax
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-10 16:53:29,MIDDLE,MIDDLE,False,EUW1_5659522187,Cassiopeia
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2022-01-10 13:25:06,MIDDLE,MIDDLE,True,EUW1_5659131832,Viktor
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-12-13 20:54:35,JUNGLE,TOP,True,EUW1_5607706841,Tryndamere
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-24 14:22:35,BOTTOM,BOTTOM,False,EUW1_5572949779,Vayne
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-24 13:45:50,BOTTOM,BOTTOM,True,EUW1_5572945326,Vayne
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-15 13:38:29,BOTTOM,BOTTOM,True,EUW1_5556854793,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-11 11:49:25,BOTTOM,BOTTOM,False,EUW1_5549621407,Vayne
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-11 11:40:47,NONE,BOTTOM,False,EUW1_5549616191,Vayne
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-10 17:21:33,BOTTOM,BOTTOM,True,EUW1_5548650841,Vayne
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-10 13:52:55,BOTTOM,BOTTOM,False,EUW1_5548392410,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 22:51:10,BOTTOM,BOTTOM,True,EUW1_5547491907,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 21:23:48,BOTTOM,BOTTOM,False,EUW1_5547307128,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 21:08:11,NONE,BOTTOM,True,EUW1_5547265849,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 18:46:05,BOTTOM,BOTTOM,False,EUW1_5546996841,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 17:06:12,BOTTOM,BOTTOM,False,EUW1_5546839822,Tristana
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-09 16:00:30,BOTTOM,BOTTOM,True,EUW1_5546820528,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-05 13:32:25,BOTTOM,BOTTOM,False,EUW1_5539803741,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-05 13:02:12,BOTTOM,BOTTOM,True,EUW1_5539760679,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-05 12:37:40,NONE,BOTTOM,False,EUW1_5539677903,Kaisa
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-04 16:27:46,BOTTOM,BOTTOM,False,EUW1_5538263996,Ziggs
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-04 14:49:21,BOTTOM,BOTTOM,False,EUW1_5538081109,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-03 14:33:17,BOTTOM,BOTTOM,True,EUW1_5536635733,MissFortune
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-11-03 13:53:26,BOTTOM,BOTTOM,False,EUW1_5536601090,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-10-29 09:53:05,BOTTOM,BOTTOM,False,EUW1_5528057941,Ezreal
iPqBQTgeRJctINZSh9zyomevFPovI4kLwbeuJS5PRwUntxn-gIHX-VlR7pWFxxvp4Fy5T6hEU4UUgA,2021-10-28 12:01:01,BOTTOM,BOTTOM,True,EUW1_5526889194,Lucian
