Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Player puuid,Match ID,Date added,Patch
Sett,Riven,Diana,Akshan,Caitlyn,Leona,6631,3053,0,0,0,3111,ORHi_BZ0A0g9u1TgLozPoruy6zxiMNcS-8blIqD7i9CKmMlks5Lt5WmtMOQgbXz7qw7wXvc2VivRpg,KR_5719920994,05/02/2022,12.2
Sett,Jayce,Hecarim,Ahri,Ezreal,Karma,3857,2055,6664,3066,0,3111,ORHi_BZ0A0g9u1TgLozPoruy6zxiMNcS-8blIqD7i9CKmMlks5Lt5WmtMOQgbXz7qw7wXvc2VivRpg,KR_5719775319,05/02/2022,12.2
Sett,Gangplank,LeeSin,Zed,Jhin,Senna,3153,2031,3047,3181,1036,1037,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5738534402,05/02/2022,12.3
Sett,Darius,LeeSin,Irelia,Xerath,Karma,3047,6631,6333,3748,3053,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5737336294,05/02/2022,12.3
Sett,Akali,JarvanIV,Viktor,Caitlyn,Blitzcrank,8001,3748,6632,3047,3053,1011,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727249471,05/02/2022,12.2
Sett,Corki,Graves,Akali,Jhin,Leona,1055,6631,3053,3047,1011,1028,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727262357,05/02/2022,12.2
Sett,Jayce,XinZhao,Leblanc,Jhin,Pyke,1055,6029,3051,3047,0,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727187274,05/02/2022,12.2
Sett,Kennen,LeeSin,TwistedFate,Tristana,Leona,3111,6631,3044,0,1028,1037,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727200008,05/02/2022,12.2
Sett,Graves,Diana,Pantheon,Jhin,Karma,3053,6631,2031,1055,3047,3077,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727083946,05/02/2022,12.2
Sett,Sylas,Hecarim,Yasuo,Xerath,Shaco,1055,6631,1037,3123,3111,3044,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5727006672,05/02/2022,12.2
Sett,Nasus,Viego,Veigar,Jhin,Thresh,3075,6631,3053,3047,3153,1028,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5726940379,05/02/2022,12.2
Sett,Irelia,Olaf,Malzahar,Aphelios,Soraka,3047,6631,3748,3053,1033,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5726855657,05/02/2022,12.2
Sett,Cassiopeia,Kayn,Malzahar,Jinx,Lulu,1031,6631,3066,3053,4401,3111,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5725008065,05/02/2022,12.2
Sett,Renekton,Karthus,Zed,Jinx,Thresh,3047,6630,2031,3076,1028,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5724942277,05/02/2022,12.2
Sett,Aatrox,Ivern,Katarina,Jinx,Braum,1055,6631,3053,3123,3047,1028,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5724915227,05/02/2022,12.2
Sett,Graves,LeeSin,Sylas,Aphelios,Thresh,3053,6631,6609,3748,3047,1011,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5724824515,05/02/2022,12.2
Sett,Lissandra,Viego,Garen,Jhin,Shaco,1055,6631,1037,3053,3111,1011,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5724728203,05/02/2022,12.2
Sett,Viktor,Diana,Vex,Jhin,Leona,3053,6631,3111,0,0,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5724702989,05/02/2022,12.2
Sett,Tryndamere,Graves,Zoe,Ezreal,Karma,1055,6631,3047,3053,0,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5722837198,05/02/2022,12.2
Sett,Fiora,Zac,Xerath,Xayah,Alistar,3153,6631,3053,3047,3075,1057,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5722719525,05/02/2022,12.2
Sett,Aatrox,Hecarim,Ezreal,Akali,Yuumi,1055,6631,3053,3123,3047,1028,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5722684018,05/02/2022,12.2
Sett,Jayce,Illaoi,Zeri,MasterYi,Soraka,1055,6631,2031,3047,3044,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5720078815,05/02/2022,12.2
Sett,Lulu,Samira,Blitzcrank,Ezreal,Akshan,3855,6664,2031,3044,3009,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5720154021,05/02/2022,12.2
Sett,Aatrox,Hecarim,Vladimir,Zeri,Lulu,1055,6631,3047,3153,3044,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5720029211,05/02/2022,12.2
Sett,Darius,Poppy,Leblanc,Jhin,Senna,1055,6631,2031,3053,3047,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5720033705,05/02/2022,12.2
Sett,Renekton,Taliyah,Sylas,Jhin,Lux,3857,6664,2031,1031,3009,3066,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5719879675,05/02/2022,12.2
Sett,Camille,XinZhao,Ahri,Sivir,Janna,3748,6631,0,3047,3053,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5719873257,05/02/2022,12.2
Sett,Renekton,Evelynn,Talon,Caitlyn,Janna,3047,6631,3053,3077,1011,1028,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5719769247,05/02/2022,12.2
Sett,Riven,Ekko,Veigar,Caitlyn,Lux,3053,6631,2031,3111,3748,1033,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5718035266,05/02/2022,12.2
Sett,Malphite,Karthus,Qiyana,Zeri,Nautilus,1055,6631,2031,3111,3053,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5718021800,05/02/2022,12.2
Sett,Zeri,Karthus,Katarina,Kaisa,Sona,1054,6631,3053,1037,3047,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5717907876,05/02/2022,12.2
Sett,Kennen,Kindred,Viego,Jhin,Karma,3066,6631,3748,3047,3053,1057,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5717871839,05/02/2022,12.2
Sett,Gangplank,LeeSin,Katarina,Varus,Swain,1055,6631,3748,3047,3053,1057,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5716267287,05/02/2022,12.2
Sett,Kennen,XinZhao,Zeri,Caitlyn,Senna,3748,6631,1031,3047,3053,1036,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5716232687,05/02/2022,12.2
Sett,Camille,Ekko,Viktor,Twitch,Yuumi,1055,2031,3153,3047,3051,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5716117898,05/02/2022,12.2
Sett,Jayce,Karthus,Irelia,Caitlyn,Karma,3133,6631,3748,3047,3053,1031,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5716103815,05/02/2022,12.2
Sett,Mordekaiser,Nidalee,Talon,Kaisa,Zac,3051,6631,3140,3111,3053,3153,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5715835654,05/02/2022,12.2
Sett,Fiora,Zed,Corki,Zeri,Yuumi,3748,6631,3053,3047,3153,1031,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5714043289,05/02/2022,12.2
Sett,Viktor,Viego,Leblanc,Zeri,Lux,1055,6631,3111,3053,3748,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5713879540,05/02/2022,12.2
Sett,Kassadin,Qiyana,Mordekaiser,Kaisa,Thresh,3053,6631,3153,3111,4401,1011,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5713924323,05/02/2022,12.2
Sett,Yone,Kayn,Veigar,Xayah,Bard,1055,6631,3047,3053,1057,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5713871529,05/02/2022,12.2
Sett,Jhin,Rumble,MasterYi,Talon,Jax,1054,6630,3009,0,0,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5712161285,05/02/2022,12.2
Sett,Irelia,Khazix,Katarina,Jhin,Nautilus,2031,6664,3855,3047,0,0,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5712077380,05/02/2022,12.2
Sett,Ornn,XinZhao,Vex,Jhin,Xerath,3075,6631,6333,3111,3053,1057,mAHRTWezh-9DSIKKKC-mxLNXzdjZB4fsmMhHNnsb9rkR68-824UCn0VTvQRG-Q90leTxf1Sk-WurWQ,KR_5712121385,05/02/2022,12.2
Sett,Kayle,Viego,Leblanc,Samira,Pantheon,6631,3133,1055,1037,1029,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5738612672,05/02/2022,12.3
Sett,Urgot,Qiyana,Veigar,Ziggs,Morgana,6671,3133,1054,1031,0,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5737709512,05/02/2022,12.3
Sett,Mordekaiser,Nidalee,Yasuo,Jinx,Leona,6630,6333,3044,1055,1037,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5737565243,05/02/2022,12.3
Sett,XinZhao,Kennen,Vex,Jinx,Taric,6631,6333,1028,1054,1037,3111,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5736677953,05/02/2022,12.3
Sett,Anivia,JarvanIV,Akali,Draven,Pyke,6631,3053,6333,3066,1057,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5734534119,05/02/2022,12.3
Sett,Lulu,Hecarim,Orianna,Senna,Rengar,6631,1054,0,0,0,3111,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5734367364,05/02/2022,12.3
Sett,Renekton,Sejuani,Katarina,Ezreal,Karma,6630,3044,1055,1037,1028,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5734190678,05/02/2022,12.3
Sett,Yone,Viego,Akali,Xayah,Rakan,6630,3082,3053,0,1055,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5732874315,05/02/2022,12.3
Sett,Aatrox,Orianna,Zed,Aphelios,Thresh,3078,3153,3133,1057,3123,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5732791941,05/02/2022,12.3
Sett,Akshan,Viego,Viktor,Ezreal,FiddleSticks,6631,3053,3748,1057,0,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5731079388,05/02/2022,12.2
Sett,Akshan,LeeSin,Viktor,Aphelios,Thresh,1006,1006,1006,1006,1006,1006,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5731038188,05/02/2022,12.2
Sett,Urgot,Zed,TwistedFate,Ezreal,Blitzcrank,6630,3053,0,1028,1054,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5731012184,05/02/2022,12.2
Sett,Rengar,Graves,Corki,Jinx,Karma,6630,3143,3053,6609,1031,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5730382250,05/02/2022,12.2
Sett,Akali,LeeSin,Leblanc,Jinx,Nautilus,6630,3053,3077,1055,1011,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5728704025,05/02/2022,12.2
Sett,Jayce,Kayn,Velkoz,Caitlyn,Blitzcrank,6631,1054,1037,3044,0,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5728650203,05/02/2022,12.2
Sett,Gwen,XinZhao,Anivia,Kaisa,Gragas,6630,3053,3077,3123,1055,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5727864349,05/02/2022,12.2
Sett,Illaoi,RekSai,Kassadin,Jhin,Shaco,6630,3143,3053,3748,1057,3047,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5727429519,05/02/2022,12.2
Sett,Akali,JarvanIV,Zed,Zeri,Janna,6630,3053,1055,1029,0,1001,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5726630427,05/02/2022,12.2
Sett,Rumble,Udyr,Orianna,Jhin,Lulu,6630,3053,3077,1054,1011,3111,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5726549113,05/02/2022,12.2
Sett,Warwick,Nunu,TwistedFate,Kaisa,Thresh,6630,1036,1055,0,0,3111,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5726495300,05/02/2022,12.2
Sett,Warwick,Nidalee,Katarina,Zeri,Janna,6630,3044,1055,1037,1028,3111,NXBf-XCOhBtIPhmuC4laKA11XI1aXPaxKg07NkD9PoRNtHiB_clX51yvyNyDJJPK1Z3GHalUVL5phQ,KR_5726335870,05/02/2022,12.2
Sett,Warwick,Ekko,Leblanc,Caitlyn,Nami,3153,3076,6631,1055,1028,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5739024355,05/02/2022,12.3
Sett,Aatrox,Khazix,Corki,Ezreal,Yuumi,3075,3053,6631,6333,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731997476,05/02/2022,12.3
Sett,Irelia,Nidalee,Pyke,Ezreal,Lulu,3153,3742,6664,3044,3076,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731905696,05/02/2022,12.3
Sett,Shen,Gwen,Zoe,Jhin,Bard,4401,3066,6631,2055,0,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731911235,05/02/2022,12.3
Sett,Viego,Sion,Syndra,Jinx,Thresh,3053,3075,6631,1028,1028,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731796789,05/02/2022,12.3
Sett,Fiora,Graves,Katarina,Jinx,Rakan,1055,0,6631,0,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731794058,05/02/2022,12.3
Sett,Akshan,Nidalee,Yone,Samira,Nautilus,3053,2031,6631,0,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5731841156,05/02/2022,12.3
Sett,Kennen,Shaco,MonkeyKing,Kaisa,Rell,4401,3742,6630,2055,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729826896,05/02/2022,12.2
Sett,Akshan,Graves,Talon,Jinx,Lulu,1054,3053,6631,3742,3076,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729679933,05/02/2022,12.2
Sett,Akali,LeeSin,Katarina,Lucian,Lux,1011,1028,6662,1054,0,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729723054,05/02/2022,12.2
Sett,Gangplank,Graves,Galio,Samira,Rakan,0,2031,6631,0,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729460486,05/02/2022,12.2
Sett,Jayce,Gwen,Viktor,Samira,Rakan,3053,3071,6664,1036,0,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729223891,05/02/2022,12.2
Sett,Camille,Elise,Irelia,Jinx,Galio,3153,2031,6631,1055,2055,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729128895,05/02/2022,12.2
Sett,TahmKench,Sejuani,Katarina,Samira,Alistar,1054,3053,6631,1057,0,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729203276,05/02/2022,12.2
Sett,Renekton,Nidalee,Irelia,Aphelios,Blitzcrank,3742,3076,6630,3143,1036,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5729059717,05/02/2022,12.2
Sett,Akshan,Hecarim,Syndra,Aphelios,Thresh,3075,3742,6631,3044,1028,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5728786446,05/02/2022,12.2
Sett,Trundle,Kindred,Katarina,Kaisa,Morgana,6632,3066,3076,0,1029,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5727351718,05/02/2022,12.2
Sett,Akali,Nunu,Akshan,Vayne,Sion,1054,2031,6029,1036,1001,1042,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5727317138,05/02/2022,12.2
Sett,LeeSin,Zed,Kassadin,Jinx,Thresh,1055,3742,6630,3133,1031,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726923340,05/02/2022,12.2
Sett,Teemo,XinZhao,Katarina,Jhin,Nautilus,1054,3066,6631,1028,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726838428,05/02/2022,12.2
Sett,Akali,LeeSin,Neeko,Aphelios,Thresh,6662,3742,2031,2055,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726903664,05/02/2022,12.2
Sett,Rumble,Viego,Talon,Jhin,Blitzcrank,3742,3075,6631,1054,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5726900244,05/02/2022,12.2
Sett,Shen,Lillia,Yasuo,Zeri,Yuumi,6662,3748,2055,1028,1054,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725352299,05/02/2022,12.2
Sett,Graves,Viego,Katarina,Ezreal,Yuumi,1054,1011,6631,3076,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725237622,05/02/2022,12.2
Sett,Renekton,Evelynn,Zed,Zeri,Alistar,1054,3076,6630,3044,1028,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725138628,05/02/2022,12.2
Sett,Darius,Ekko,Talon,Twitch,Rakan,1055,3153,6029,3067,3051,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5725192807,05/02/2022,12.2
Sett,Akshan,LeeSin,Irelia,Senna,Blitzcrank,6333,3153,6631,3082,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5723704141,05/02/2022,12.2
Sett,Akali,RekSai,Vex,Jhin,Lux,4401,3742,6631,1054,3044,3111,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5723546569,05/02/2022,12.2
Sett,Rengar,Diana,Irelia,Jinx,Lulu,3742,3053,6630,3748,3065,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722740514,05/02/2022,12.2
Sett,Vayne,Zac,Vex,KogMaw,Lulu,6664,2055,3855,2031,1028,3009,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722692590,05/02/2022,12.2
Sett,Jax,JarvanIV,Vex,Caitlyn,Lux,6632,3076,3153,3053,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5722633770,05/02/2022,12.2
Sett,Akali,Olaf,Yone,Jhin,Thresh,3053,2031,6632,0,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5721113824,05/02/2022,12.2
Sett,Renekton,XinZhao,Vex,Samira,Blitzcrank,3053,2031,6631,1055,0,3047,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5720957562,05/02/2022,12.2
Sett,Senna,Taliyah,Akali,Ezreal,Irelia,6333,6630,3009,1028,1055,0,deO2YNhnCZTS9C18jzJ9_rA_e_txA1RQaX9OIL9X1vqyt9i57jPuhq2OkMzRH1_grWEaa2zv3WHIag,KR_5721020983,05/02/2022,12.2
