Target Champ,Enemy 1,Enemy 2,Enemy 3,Enemy 4,Enemy 5,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Player puuid,Match ID,Date added,Patch
Sett,Gangplank,LeeSin,Renekton,Vayne,Thresh,6664,3742,3009,3076,3857,0,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5727864374,05/02/2022,12.2
Sett,Jayce,Karthus,Akali,Caitlyn,Janna,6664,3009,1057,3857,2055,0,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5725763720,05/02/2022,12.2
Sett,Tryndamere,Zed,Xerath,Ezreal,Sona,6664,3742,3009,3857,2055,0,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5725513979,05/02/2022,12.2
Sett,Jayce,Gwen,Syndra,Vayne,Rakan,6664,3742,3009,3076,3857,0,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5725386174,05/02/2022,12.2
Sett,Talon,Graves,Anivia,Vayne,Leona,6664,3009,3066,1031,3857,2055,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5725350454,05/02/2022,12.2
Sett,Rumble,Warwick,Yone,Tristana,Karma,6660,3009,1029,3855,2003,2055,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5725325457,05/02/2022,12.2
Sett,Sion,Zac,Syndra,Zeri,Lulu,6660,3009,1033,3855,0,0,1jZUhIMHLmvfsxe_HQq1UMRLrkI3cX0hoE8JYrkKuGoM9z1zN84ei5SLxMQ07bWFyWryhtAGEYu2JA,KR_5724583911,05/02/2022,12.2
Sett,Riven,Diana,Zeri,Jhin,Yuumi,6630,3181,3748,3076,0,3047,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711459175,05/02/2022,12.3
Sett,TahmKench,LeeSin,Viktor,Ezreal,Nami,6630,3748,2055,3181,3111,3076,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711452527,05/02/2022,12.3
Sett,Poppy,Elise,Qiyana,Xayah,Rakan,6630,3111,3181,3748,2055,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711288062,05/02/2022,12.3
Sett,Irelia,Diana,Lucian,Ezreal,Nami,6630,3047,1011,3076,3181,3077,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711243541,05/02/2022,12.3
Sett,Irelia,Khazix,Katarina,Kaisa,Leona,6630,1001,1029,3076,2055,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711149924,05/02/2022,12.3
Sett,Garen,Diana,Nautilus,MissFortune,Galio,6630,3047,0,1055,3181,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711175963,05/02/2022,12.3
Sett,Kayle,Trundle,Viktor,Vayne,Janna,6630,3181,3076,3748,3047,1057,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5711190590,05/02/2022,12.3
Sett,Darius,Diana,Qiyana,Jhin,Nami,6630,3181,3075,3748,3047,3053,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5710959798,05/02/2022,12.3
Sett,Akali,Diana,Zed,Jhin,Sion,6630,3053,3076,1055,3111,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5709762070,05/02/2022,12.3
Sett,Darius,Elise,Veigar,Lucian,Rakan,6630,3047,3076,3181,3748,1033,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5709427589,05/02/2022,12.3
Sett,Renekton,LeeSin,Zoe,Kaisa,Rakan,6630,1036,3181,3047,3076,3748,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5709441896,05/02/2022,12.3
Sett,Camille,LeeSin,Corki,Vayne,Karma,6630,1037,0,1028,1055,3047,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5709289246,05/02/2022,12.3
Sett,Urgot,XinZhao,Veigar,Sivir,Soraka,6630,3053,4401,3047,3076,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5709105230,05/02/2022,12.3
Sett,Gwen,Khazix,Zed,Ziggs,Soraka,6630,3044,3111,1055,3076,1037,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5708988598,05/02/2022,12.3
Sett,Singed,LeeSin,TwistedFate,Kaisa,Rakan,6630,3181,3047,3748,3044,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5708994801,05/02/2022,12.3
Sett,Aatrox,JarvanIV,Sylas,Ziggs,Blitzcrank,6630,3053,3047,3076,1028,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5708815972,05/02/2022,12.3
Sett,Ornn,Warwick,Zilean,Jinx,Pyke,6630,3111,3076,3181,3077,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5708843144,05/02/2022,12.3
Sett,Darius,XinZhao,Fizz,Jinx,Blitzcrank,6630,3047,3181,3076,3748,1055,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5708821842,05/02/2022,12.3
Sett,Poppy,Lillia,Galio,Jinx,Soraka,6630,3181,1037,3076,3047,3044,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5707290438,05/02/2022,12.3
Sett,Jax,Khazix,Qiyana,Brand,Sona,6630,3181,3047,3075,3748,1033,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5707346578,05/02/2022,12.3
Sett,MonkeyKing,Shaco,Qiyana,Caitlyn,Leona,6630,3053,3181,3047,3076,3077,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5707362189,05/02/2022,12.3
Sett,Renekton,Trundle,Lissandra,Kaisa,Yuumi,6630,3047,3181,1011,3076,3077,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5706869674,05/02/2022,12.3
Sett,Volibear,Kindred,Corki,Kaisa,Morgana,6630,1055,3076,3047,1037,3044,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5705011466,05/02/2022,12.2
Sett,Nasus,Nunu,Katarina,Jinx,Thresh,6630,3111,3075,3053,3748,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5704952961,05/02/2022,12.2
Sett,Ornn,Zac,Neeko,Jinx,Zilean,6630,3053,0,0,3111,0,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5704917809,05/02/2022,12.2
Sett,Pantheon,Volibear,Yasuo,Kaisa,Leona,6630,3111,2055,3053,3748,3076,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5704907318,05/02/2022,12.2
Sett,Garen,Zac,Nunu,Zeri,Pyke,6630,1055,1037,3047,3044,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5704119502,05/02/2022,12.2
Sett,Garen,Yone,Zed,Twitch,Rell,6630,3044,1055,3047,1028,3076,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5702815126,05/02/2022,12.2
Sett,Irelia,Vladimir,Vi,Jhin,Nami,6630,3047,3077,3076,3053,1011,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5702719230,05/02/2022,12.2
Sett,DrMundo,LeeSin,Malzahar,Jhin,Lux,6630,3111,3053,3748,3076,1011,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5702691824,05/02/2022,12.2
Sett,Mordekaiser,Zac,Yasuo,Tristana,Seraphine,6630,1055,3047,3044,1028,1037,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5701386406,05/02/2022,12.2
Sett,Irelia,Ekko,Viktor,Ezreal,Senna,6630,3053,1011,3076,3111,3077,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5701258687,05/02/2022,12.2
Sett,Illaoi,Diana,Veigar,Senna,Zyra,1054,3076,6630,1036,3748,3111,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5701261040,05/02/2022,12.2
Sett,Akali,Kayn,Lux,Jinx,Lulu,6630,3111,1028,3053,1011,3077,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5701010858,05/02/2022,12.2
Sett,Ornn,Hecarim,Akali,Sion,Senna,6630,2031,1028,3111,1036,1028,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5700876646,05/02/2022,12.2
Sett,Camille,Diana,Yasuo,Jinx,Janna,6630,3076,2055,3047,1028,3053,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5700852441,05/02/2022,12.2
Sett,Chogath,MasterYi,Vex,Jhin,Janna,6630,2031,3111,1055,3076,1037,j1WYR9vsU6K3hvHX71McN6RRlKahEcXQ4BYXHNa6YT2gJPCbuJfHWFRPwwWOPdlsHh9_pLbN8TUCZA,EUW1_5698748774,05/02/2022,12.2
Sett,Gragas,Poppy,Yone,Zeri,Rakan,1054,6029,1001,3067,3181,1036,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5712841845,05/02/2022,12.3
Sett,Jax,Hecarim,Kassadin,Jinx,Seraphine,2055,6631,3748,3181,3053,3047,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5712508845,05/02/2022,12.3
Sett,Akshan,LeeSin,Sylas,Aphelios,Lulu,0,6631,3181,3123,1001,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5712476751,05/02/2022,12.3
Sett,Gwen,Vi,Jayce,Ezreal,Nami,3067,6631,3047,3748,1011,3181,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5712500982,05/02/2022,12.3
Sett,Darius,Vi,Viktor,Caitlyn,Karma,0,6631,3047,3071,3181,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5712413598,05/02/2022,12.3
Sett,Kayle,Nidalee,Xerath,Jhin,Yuumi,2055,6631,1033,3009,3181,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5711812202,05/02/2022,12.3
Sett,Zilean,LeeSin,Sion,Swain,Leona,1054,1028,3181,3009,3071,1036,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5709124015,05/02/2022,12.3
Sett,Gangplank,Shaco,TwistedFate,Zeri,Leona,6631,3071,3053,3077,3047,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5709079168,05/02/2022,12.3
Sett,Warwick,Veigar,Hecarim,Zeri,Lulu,3076,6029,1054,3181,3009,1057,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5708717595,05/02/2022,12.3
Sett,Renekton,LeeSin,Talon,Veigar,Blitzcrank,1054,6631,3742,3067,3047,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706498524,05/02/2022,12.2
Sett,Camille,Viego,Sylas,Jinx,Lulu,2055,6631,3742,6609,3047,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706481627,05/02/2022,12.2
Sett,Renekton,Diana,Xerath,Jhin,Karma,0,6631,3111,3071,3742,3053,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706317580,05/02/2022,12.2
Sett,Gwen,Viego,Leblanc,Sivir,Braum,6609,6631,1054,3111,3071,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706223866,05/02/2022,12.2
Sett,Garen,Viego,Viktor,Zeri,Rakan,3742,6631,3047,3133,0,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706210899,05/02/2022,12.2
Sett,Urgot,Viego,Kassadin,Jhin,Zilean,3071,6631,3153,3047,1055,3044,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5706037118,05/02/2022,12.2
Sett,Aatrox,Twitch,Lissandra,Caitlyn,Janna,0,6631,6609,3044,3071,3047,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5705927263,05/02/2022,12.2
Sett,Aatrox,Zac,Akali,Zeri,Maokai,2055,6631,3742,3111,6609,3071,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5705857084,05/02/2022,12.2
Sett,Graves,Volibear,Viktor,Senna,Maokai,0,6631,3047,3066,1054,3053,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5705698199,05/02/2022,12.2
Sett,Volibear,Nidalee,Fizz,Jinx,Janna,4401,6631,1054,3066,3111,1031,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5705652124,05/02/2022,12.2
Sett,MonkeyKing,Evelynn,Sylas,Jinx,Yuumi,3044,6631,1037,3047,0,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5705613076,05/02/2022,12.2
Sett,MonkeyKing,Diana,Zeri,Jinx,Lulu,2031,6631,3067,3133,1054,3047,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5704835605,05/02/2022,12.2
Sett,Cassiopeia,Shyvana,Viktor,Jinx,Janna,1036,6631,3053,4401,3067,3111,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5703865726,05/02/2022,12.2
Sett,Gangplank,LeeSin,Vex,Jinx,Blitzcrank,3044,6631,3071,1054,3047,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5703107915,05/02/2022,12.2
Sett,Riven,Viego,Ahri,Varus,Janna,3053,6631,3133,3047,1028,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702853093,05/02/2022,12.2
Sett,Heimerdinger,Graves,Cassiopeia,Draven,Karma,0,6631,3053,3047,3748,6609,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702760138,05/02/2022,12.2
Sett,Gangplank,Singed,Vladimir,Ezreal,Blitzcrank,3066,6631,1054,3742,3047,1057,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702343523,05/02/2022,12.2
Sett,Zeri,RekSai,Neeko,Twitch,Lulu,2031,6631,0,0,3047,1031,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702246679,05/02/2022,12.2
Sett,Shen,Diana,Zed,Ezreal,Rakan,4401,6631,3111,3071,1031,3053,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702068968,05/02/2022,12.2
Sett,Kennen,Viego,Akshan,Ezreal,Karma,1054,6029,3047,3067,0,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5702059636,05/02/2022,12.2
Sett,Jax,LeeSin,Kassadin,Tristana,Vex,1028,6631,3047,3076,3071,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5698315704,05/02/2022,12.2
Sett,Khazix,Zed,Yuumi,Zeri,Sion,3857,6631,3047,2055,3742,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5698291539,05/02/2022,12.2
Sett,Ahri,Poppy,Zilean,Jinx,Janna,3111,6631,1054,1028,3053,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5695589630,05/02/2022,12.2
Sett,Urgot,Viego,Zoe,Zeri,Sona,3047,6631,0,3076,1054,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5695592754,05/02/2022,12.2
Sett,Aatrox,Khazix,Zilean,Jinx,Lulu,0,6631,3047,3053,1054,6609,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5695403452,05/02/2022,12.2
Sett,Leblanc,XinZhao,Fiora,Jinx,Thresh,2055,6631,3071,6609,3082,3009,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5695195580,05/02/2022,12.2
Sett,Yorick,Viego,Ekko,Ezreal,Yuumi,3071,6631,1057,3066,3047,3153,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5695006345,05/02/2022,12.2
Sett,Kennen,Veigar,Graves,Kaisa,Nautilus,4401,6631,3111,0,0,3053,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5693514581,05/02/2022,12.2
Sett,Garen,Qiyana,Sylas,Senna,Lux,3133,6631,3047,3067,3053,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5693393463,05/02/2022,12.2
Sett,Jax,Diana,Yasuo,Caitlyn,Lux,4401,6631,3053,3047,1054,1028,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5692362009,05/02/2022,12.2
Sett,Camille,Taliyah,Yone,Varus,Galio,1028,6631,3047,3053,0,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5691663403,05/02/2022,12.2
Sett,Yone,Trundle,Lux,Senna,Janna,3047,6631,3076,1054,1028,1036,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5690931640,05/02/2022,12.2
Sett,Irelia,Viego,Corki,Ezreal,Janna,2055,6631,1029,3075,1001,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5690356108,05/02/2022,12.2
Sett,Gwen,LeeSin,Galio,Caitlyn,Blitzcrank,0,6631,3111,1011,3053,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5690411978,05/02/2022,12.2
Sett,Nocturne,LeeSin,Corki,Tristana,Lulu,2031,6631,3075,3047,0,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5690031215,05/02/2022,12.2
Sett,Vayne,Diana,Ahri,Jinx,Karma,1028,6631,1054,3111,3077,3053,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5689987293,05/02/2022,12.2
Sett,Urgot,Hecarim,Jinx,Akshan,Lulu,3047,6631,0,3075,0,1054,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5690004915,05/02/2022,12.2
Sett,Gragas,Graves,Viktor,Ezreal,Bard,3134,6631,1054,1001,3044,0,aqWJSQfph8vCSfuIQXC_e2DSX7y4uMnM9P9zYUOzeWs_sb9DU-9g33aZZe5Kp7CKT8A3oTJ9AkmCeA,EUW1_5689356425,05/02/2022,12.2
Sett,Akali,Trundle,Syndra,Draven,Blitzcrank,1033,3053,6630,3111,3076,1028,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5711399429,05/02/2022,12.3
Sett,Aatrox,Hecarim,Zilean,Tristana,Lux,1011,3047,6630,3153,3053,3076,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5711051837,05/02/2022,12.3
Sett,Riven,Shaco,Corki,Vayne,Lulu,1054,0,6630,3044,3047,0,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693746583,05/02/2022,12.2
Sett,Riven,Zac,Viktor,Ezreal,Leona,3053,3211,6630,3047,1028,2055,FaBnt1I7bWnw0lJLTsW86EDrTFlOMKInuy6_IGtNNY2Wiof8R53uGKAIg00_LKQbHFsdg-hAJhPpnA,EUW1_5693509988,05/02/2022,12.2
